eventName,blockNumber,txHash,logIndex,validatorId,delegator,withdrawId,amountMON,activationEpoch
Undelegate,72204986,0xd22bdc578f0621419bc156d603a458b09aec69814362fa51bf0244382b673f5f,50,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,85,6809.039211044744309008,1446
Undelegate,72254982,0xd8a0fecaeaac340b3b59169042aeb7c7f2154874740a18f76144bd71d360b51b,35,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,86,16655.509776950363844264,1447
Undelegate,72305001,0x8e6ea202f43015d42a7915f5386b04505aaf00677069d1a91a88ea6fb93ee2a1,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,87,1015.064953035319148386,1448
Undelegate,72455002,0x191f4a56e4c3e57f4fc66ca307fe6a48e75aca3d14e664e14497406ea09842d7,40,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,88,815.956598617876279876,1451
Undelegate,72555001,0x1fe6709dd656c7f6c0ef5875e5656ac271ef43e0085dd0ef0db4188d84c1ab73,40,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,89,238.917796871321215629,1453
Undelegate,72665722,0x5146c76f461942ac6220d8b474f0298dfe077c7f43d33ee005c7e036520194ac,12,154,0x5B1576eEaE44BcAFcDfA62F8d788A470148fc4b4,5,15000.0,1455
Undelegate,72954999,0x64e8844e2b8cb1431f13976130f7928372c1128d7e8f7442bc4ca3301e0ba6ad,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,90,5527.702426175857613182,1461
Undelegate,73004990,0xb3bc4464850fc428de339fe94d6206caa2f8586a6093a70c4675346294c3393f,27,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,91,2965.637620983015271721,1462
Undelegate,73055002,0x942b9b6418d04742a772f6f053c3592af8036463b75f550cb27e845d82471b8b,39,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,92,947.775439206293121751,1463
Undelegate,73179150,0xf63020bbbce6eba1dd19b42d5312ec219d3555d2d824d9d5e5b2503784ac4a03,88,154,0xEfD29dcdebAF24E9C7aFA52b8537f316EF55c204,5,400.0,1465
Undelegate,73205001,0x330f5d204454cb6873f9e1373754a02b0b6f34f80b3e92aedf4a33009c000608,24,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,93,200502.378033777704823473,1466
Undelegate,73255001,0x0da244dde142c278db7751feb12018efc3eef72793d464350603243970eab7df,26,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,94,9113.190821167192479907,1467
Undelegate,73305003,0xb24a7afe3caccd57fa878f5fa134c9436a6bc701a46e0a3f87092a463972efd7,77,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,95,4974.789400169448460862,1468
Undelegate,73355001,0xa5b182edefecf487be6da7cd68d5c027a539f036818dc78629c6fa8096fe15e4,44,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,96,7657.883096511610688363,1469
Undelegate,73405002,0x666184e42c16ca7c949dba024def5e953a03b437f886161eb8b652f9c0b4c88c,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,97,5242.806666700792306114,1470
Undelegate,73455002,0xe41128ac12560e4bf444e787f509c05d9d42c7a409d1517101b39979093caadc,43,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,98,4511.803865661759762186,1471
Undelegate,73505000,0xcf080001cbad1c1e7b241d940fac886fed4b05fcb880ceeac47718036b933e2b,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,99,507.576880414825412411,1472
Undelegate,73877318,0xfe8ded4032c87e2df1f27fe664aee488a4e630287e9489745e66faee278a90ad,37,154,0xb8A360D7c8CC9831401A0f51f8BD468390172a87,1,110038.753012841830674257,1479
Undelegate,73955000,0x96851196dc50c9fbee4ac91f79fb90f4627a54966c161ded45a9f23653260d75,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,100,3053.312598819696621867,1481
Undelegate,74004985,0x0dbaca97d45df2dc2c26790fbefc4cc907ac8f2e7a4d1f84635a6dc20e182af1,73,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,101,2684.63237146787446722,1482
Undelegate,74054999,0xbb4c3828f1b79a5d22c4b4d26def2cb465c154384724ad1855f8fcda75e4c1f2,71,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,102,2289.726986191935246238,1483
Undelegate,74105000,0xd07670c1813635070b208a5debe85632771596b927a462c17475e60bc41db510,39,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,103,881.424924594616430697,1484
Undelegate,74355000,0x55416c593f739166261f8163b6167327b3f830a7db5c56d444a0c0431a9a8598,45,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,104,337971.048379159466535155,1489
Undelegate,74456086,0x7b83662a7b599caf1995fe89d7012da712d7574a29e3b802a4d6f5b51ee8c189,38,154,0x9750A6F0a1220a09B122e267D6484bc1F0e8f798,5,2251.0,1491
Undelegate,74504980,0xe15bf74914b89890b8777ecdff19d2bf6847c6b651391ff2a93ef713e1e668ae,34,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,105,1567.394067472703097951,1492
Undelegate,74621875,0x428b83fe14ed82b9c9922caf2f0dcab207848b6f3c63e87b04c610be8e205510,6,154,0x461549c73FFfB676860A0E49F5DaABEcf4E8D2d7,5,150411.43224469846297615,1494
Undelegate,74704989,0x2e383023c2523621a590a1b4dfcf258e3a0cac1fb23ecce366c3199ef0bf53dc,24,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,106,932.189638970352892792,1496
Undelegate,75055001,0xc1f34507e989999598fa112f9e1455fe259192e01e3fb0bd85879758ff0736b8,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,107,917.206046295161871179,1503
Undelegate,75104998,0x3bc2ab2049fe81f8e8eaa9d4dbdcca2329bd6be8edd0c5ac212042b1e88a3c48,31,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,108,1123.532005416570134379,1504
Undelegate,75124990,0xcfdb3f48f48f77fc757f474cfff7c8d2cdb871eeda6b9002ed6d416108b81c5e,34,154,0xB4dff2c9b4DB343eD94FB9bf4788bCbD59D101B7,1,271.0,1504
Undelegate,75154995,0x50ed4a2eafbb3f258ec36db6829aa7b0610b213feb1b001a57d6c97e402f5a36,49,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,109,6194.821227472693784079,1505
Undelegate,75204994,0xcb8515744cea08efc70aa261fcf6b819790a122e43925fb7a8761a423c63ebef,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,110,8883.360583432454004065,1506
Undelegate,75254993,0x374d7cba78d787a6b19ae484683357e069f4c805eb091d0795727334d5f26b57,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,111,6175.973500209062349343,1507
Undelegate,75304989,0x660d3bba63680b1efa5ec3ec813327067eaf4cd65bed4b0e18ad96e77614bc2e,67,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,112,6168.253533333801021407,1508
Undelegate,75354993,0x0be7827792a5e09df020c01b43670fdbddf573959e6e91c1810c852dacdeb33e,41,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,113,3036.842373024628534751,1509
Undelegate,75455000,0x5a6249cb577265865e0a7e94200fa26308bc3c6e86176f963174cb744af976a0,39,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,114,411820.930628065848255942,1511
Undelegate,75504933,0x6b7d25d481b48238763b3556b3a7fd0dddc24c60e6a5bdd30a5d85395938fa50,23,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,115,5646.709330546158349721,1512
Undelegate,75555001,0x56d8327014cff9cbb32e36fe2874c33c12e4d2b91326939d38f2673ce2f69629,73,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,116,39508.053117881920952512,1513
Undelegate,75604982,0x7c48b578ab0b10c621aeb75b02547a5d0ccc71c25c54d7be3b9f47fa89d5c7ad,64,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,117,16036.312896979651619188,1514
Undelegate,75655000,0xcb49930901ec2f6879f16d550d39b83c5869d75c39be67ddde3b3400fddb71ca,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,118,5570.220486364398686069,1515
Undelegate,75705002,0x5698f895978152007c5ed9b503a1d917de2f301c72d66cbfc1bf6c1b4643296c,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,119,27858.706351507757363525,1516
Undelegate,75809595,0xf9f1e0b0d170662b936217e5310031bc062a14bc2382ad24c68a851699b59861,6,154,0x557758ec7Fd3C7E8C1A6B5b42f15AC6B82891f18,5,80000.0,1518
Undelegate,75955001,0xa56560e8f90888a6f78ee577a693121a466ace539bcbf45cda21147e221222ca,33,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,120,3863.350915194885910247,1521
Undelegate,76154997,0x3c13467593410eb05fd15f28389af3d87168cfdcee21b51b69fd2f2552810bc9,26,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,121,27955.485918175393206057,1525
Undelegate,76255002,0x121108780bdeaf5e4f874b2de15f0f02442f0be537b2c89bbeb81e89230399e7,249,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,122,9774.340590841571890876,1527
Undelegate,76331065,0x731a5ec46816487a82b0b44810685ed1e233b002a36c806575ba101d229dcc2f,36,154,0x557758ec7Fd3C7E8C1A6B5b42f15AC6B82891f18,5,10000.0,1528
Undelegate,76355001,0xab9ad0f4f994f06e4a82be2ffe9d061d28b54dc7c90c064a9518a5a16a4a30cd,39,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,123,1107.192358729641224513,1529
Undelegate,76455001,0x86018111d64bf07f3502569e476cbe9c214cf3be1ade271ee59009ba8c1cd2e8,59,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,124,16773.870106097933960468,1531
Undelegate,76738869,0xfb5d4685494305d153f008096d695beb7745b06ca5d13e866b37cd0272f4ca7d,13,154,0x780B6b1a935e52B41FE895236073D254f189F3dd,5,1910.0,1536
Undelegate,77355001,0xf4d3f4676c51058821d044d422705273260d61192cda756daa6d3df37c2e2fcc,43,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,125,42566.944493135145966377,1549
Undelegate,77555003,0x6b6e8ce2428ec212180faa17bbadc20d9993f748449aba2600aa4aa61bb39e56,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,126,2821.17465045566054287,1553
Undelegate,77573896,0xc3f431095a20dc98c907800ca8424bf2afb8350ec44778efacfb6e9314b13728,71,154,0x557758ec7Fd3C7E8C1A6B5b42f15AC6B82891f18,5,173499.102869081627459382,1553
Undelegate,77705000,0xf68ff4b90c99e59b16e10effacc2f7f19e2d3cada9ceb24d2964842b74a000a1,38,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,127,13084.235519245800437946,1556
Undelegate,77754996,0xd27d41ecee54b34401e29fa2be45df75d0e9bdce3f7d58fa6309cd59908d4003,104,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,128,9937.355858362298369837,1557
Undelegate,77804999,0x0abc04f25de9c662d5e1488c2e1e15d967f008ec4c0971bb8eec52f3412229d7,75,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,129,212124.502689185686501995,1558
