validatorId,delegator,stakeWei,stakeMON,accRewardPerToken,unclaimedRewardsWei,unclaimedRewardsMON,deltaStakeWei,deltaStakeMON,nextDeltaStakeWei,nextDeltaStakeMON,deltaEpoch,nextDeltaEpoch
154,0x40Ea55E0b8f02f8eBc9D91e082e202ed988647fA,281946174244029167797362,281946.174244029167797362,67349954532236112655657841927913058,297182739976884036285,297.182739976884036285,0,0.0,0,0.0,0,0
