eventName,blockNumber,txHash,logIndex,validatorId,delegator,amountMON,activationEpoch
Delegate,70109058,0x718d546110f9161134dea3787190f91bad115b2ab62323dbb824b2519e60cf5b,6,154,0xEb0a0E981202428600C013897C7571C64107e92D,0.170903596039355805,1404
Delegate,70129892,0x3b6aa5e71e8f24500e351e7f3db790adeb69104c347e66fbe5bad7bdc9894ebb,42,154,0x2598CD5553De991eB8E948e7400C02814f529c01,837.149230116856485743,1404
Delegate,70155000,0x4ab7693fcf657e8248fa3d3b2fbffd3a9103692d325f50dca1e2177d116e5823,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,25380.764063184534170127,1405
Delegate,70164872,0xdfc521d5460f14beb7313f7d6f2f2734816bd3dd3e6772086ae77b1a31f5668f,73,154,0x68610484E53B3b881335E769A8E1417f3963842E,4482.966525853378122995,1405
Delegate,70198559,0x1e206e2009ba8c22fbd5a46542d62f8ab0cecba01da64aef66eea8c1316b503e,53,154,0x3d0de3A76cd9f856664DC5a3adfd4056E45da9ED,2398.052558,1405
Delegate,70198701,0xe10bec6e9e10ea4a3baf594297b8f6ae0b2ca5b4748d6580193bf757151ac6dd,117,154,0xF91eADd30c0e8Ab39a6941BeAA79d80Ac4686BA3,3.554036557629252266,1405
Delegate,70254997,0xbf06099379959ded3177f47c6630d8a835a1ec19dc167a92161312d23e8ced93,36,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,555.092904731508968891,1407
Delegate,70259996,0x1edda6289f8ecf3436d89b63645314a627167e7972311125828db4f51084fe4f,3,154,0x68227B00bcF55eaA0E3b11627ae5E19821A6538a,1000.0,1407
Delegate,70305001,0x213797987f4a989958d1baba399fa2d1b302a5d55af225138897c3dcba7f4917,28,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,7781.0723974703384251,1408
Delegate,70327604,0x138908bd810586f8e077fd9b2bc0660b95f56a9055dd3a190f25267b6d54ae64,6,154,0x2598CD5553De991eB8E948e7400C02814f529c01,1524.140238195637240552,1408
Delegate,70355001,0x24911d808139f6f6e2fa38b0c42c10538da3d05cc88567f1d6d3dd9f8b9c53e7,48,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,223.33977213406006381,1409
Delegate,70405001,0xa2375c30ee7b90207e91ef6596e762383406961f5bd166c1e5f72740f65cc703,31,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,5839.403032872167753955,1410
Delegate,70455002,0xe1560fb485d8f55740ce12db7b4590f1197bbadc072f0c2ae98bae47c278c108,31,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,8225.002427820924681352,1411
Delegate,70475521,0x536d887f509b24fb47117d1c759db3b4ed364296442023b343ab1a082ae54370,34,154,0xF91eADd30c0e8Ab39a6941BeAA79d80Ac4686BA3,2.431175312262959535,1411
Delegate,70475733,0x3082a72cca9f5d3f0c4fa891a589fc944757dc2465950637f56439bb8a87720c,36,154,0x3d0de3A76cd9f856664DC5a3adfd4056E45da9ED,0.928858687719057341,1411
Delegate,70505000,0x360d849937d1ebd0e33fd33f2f40cc4b338e865fdfce7c16b7e87898dc8dba16,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,3475.322735677550867544,1412
Delegate,70555001,0xe9669373ba0b3b794a0aa9b6c22f275a7342860d3862cbdc03e56f5c8a6a5e2e,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,865.292322708984997929,1413
Delegate,70565607,0xea49969656b0194e85096068b5d3cb68398c91da049c284663ddea7d38e119b3,3,154,0xEb0a0E981202428600C013897C7571C64107e92D,0.192673663085191188,1413
Delegate,70627986,0xfbc51f3193c609178db413add66fed945ff541ecf66d44f23607f122493ecc21,13,154,0xBd7477006dAa466d15D0B13F614e84c1E5DEf06a,59.00255052158126948,1414
Delegate,70649958,0xb0b13a4f8dae984aee3be48683571babe125bb923f78dcbfcdfc42cca874d67f,2,154,0xB4dff2c9b4DB343eD94FB9bf4788bCbD59D101B7,175.057159212565724508,1414
Delegate,70669764,0x63c260b0784129f33ca8977449a29ae7708825854bffc4afe2cbac79be1d9d45,3,154,0x3d0de3A76cd9f856664DC5a3adfd4056E45da9ED,0.657976007496256271,1415
Delegate,70669847,0xc647d10021370eb4123e68d3bbf1454413783ab0d6113454fab9920b07b1b971,48,154,0xF91eADd30c0e8Ab39a6941BeAA79d80Ac4686BA3,1.702576097550920423,1415
Delegate,70765313,0xa4ed1128a655d85a9150d66cb59787668cf0213f57d6556c6afa31cd48f6821f,6,154,0x3496A0Da043108Ec81022ebEcced3D0cf821A58D,18.468493097216152705,1417
Delegate,70765842,0xb6258d1d8b1aa1eec7adcffe925c15365d153bdcd68c51251d15e1e7535d01f6,2,154,0xc4e7E70a3A41c655B1b634Da13Dd2689AF821616,7.005324747550009918,1417
Delegate,70766034,0x443733d0697b9687cc136513f12544db17b97c149f86a9ec344792b3d65bcce4,2,154,0xC6DcE6ef5a5bF1A45e5d8adaa63C6eA46F65AC50,2.092312494238175546,1417
Delegate,70766411,0x70edff1a6e64bc61a06fabef0e9d9aaa483921b7c7b01859b2502abc764d09d7,3,154,0xf4E664BE6A7E1Ae48F2FeD9De6B0C7A70E71BD85,3.965497551748538578,1417
Delegate,70766861,0x3032c800133fd01ce18d4350cfcab87aadce0309f11b495f58362e1db4862b56,2,154,0xd272F7A497a419E280EC509C78A44dC92299FB0d,2.945076773698542787,1417
Delegate,70805000,0xfec47b549dc71b6dfc974f5ea7d74973243389c12e0770e3050cce6d63c71b0d,39,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,4379.50271466485712461,1418
Delegate,70854997,0xcb2352c609e3997829e2e94a5adfe8870b18ba08bcb35c71cc188ccb83a7f615,39,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,5191.563362636995971369,1419
Delegate,70872344,0x76d72791cb30b96365df8627f0d4f615976ef1725d0fd679f7de2925f5dec099,18,154,0xEfD29dcdebAF24E9C7aFA52b8537f316EF55c204,1400.0,1419
Delegate,70887860,0x969e07c26d80ba38b376d87c2cc2b8c6822105cdba24c45306d1abb04e7cd4a3,2,154,0xEb0a0E981202428600C013897C7571C64107e92D,0.144315382384454685,1419
Delegate,70905001,0x60c01cc0339f694867a4c34f152bbd75601e17f5456cc8df1ae7462db4574bb1,25,154,0x1B68626dCa36c7fE922fD2d55E4f631d962dE19c,20833.984760897821767254,1420
Delegate,70975214,0x0ccb2c7ecc5c7726c577792e4c9049189dc541f9111198dcd80582a752fe52f6,13,154,0xF91eADd30c0e8Ab39a6941BeAA79d80Ac4686BA3,2.815209213123901843,1421
Delegate,70975258,0x9e08da7043a79154f52699545849623464f5deec67135c73638fd4dd3311c8b8,24,154,0x3d0de3A76cd9f856664DC5a3adfd4056E45da9ED,1.090249352706139876,1421
